author_id,total_tweets,retweet_count,original_count,retweet_dependency,dependency_label
1411254544290484227,37,37,0,100.0,100.0%
72839933,36,36,0,100.0,100.0%
219936036,36,36,0,100.0,100.0%
313266404,36,36,0,100.0,100.0%
389551255,36,36,0,100.0,100.0%
485136958,36,36,0,100.0,100.0%
564445627,36,36,0,100.0,100.0%
1282729711,36,36,0,100.0,100.0%
1305444618,36,36,0,100.0,100.0%
1683009660,36,36,0,100.0,100.0%
2182441759,36,36,0,100.0,100.0%
2531846968,36,36,0,100.0,100.0%
3351045735,36,36,0,100.0,100.0%
3369761339,36,36,0,100.0,100.0%
3432811709,36,36,0,100.0,100.0%
4023700553,36,36,0,100.0,100.0%
4067302343,36,36,0,100.0,100.0%
739103001806307328,36,36,0,100.0,100.0%
941063185616068608,36,36,0,100.0,100.0%
971170494476058624,36,36,0,100.0,100.0%
1012776030191390721,36,36,0,100.0,100.0%
226681269,35,35,0,100.0,100.0%
241035812,35,35,0,100.0,100.0%
404744214,35,35,0,100.0,100.0%
447973815,35,35,0,100.0,100.0%
557696623,35,35,0,100.0,100.0%
613227568,35,35,0,100.0,100.0%
1205811158,35,35,0,100.0,100.0%
1261544539,35,35,0,100.0,100.0%
1360182210,35,35,0,100.0,100.0%
2467266802,35,35,0,100.0,100.0%
3127085801,35,35,0,100.0,100.0%
4408432337,35,35,0,100.0,100.0%
712383019403894786,35,35,0,100.0,100.0%
730127691832283138,35,35,0,100.0,100.0%
828210737856315392,35,35,0,100.0,100.0%
835192850597965824,35,35,0,100.0,100.0%
860092164310790144,35,35,0,100.0,100.0%
865696913504567296,35,35,0,100.0,100.0%
884813347878821888,35,35,0,100.0,100.0%
896696405280030720,35,35,0,100.0,100.0%
1060505001137786881,35,35,0,100.0,100.0%
1196527897118421003,35,35,0,100.0,100.0%
1450421590982807558,35,35,0,100.0,100.0%
114199936,34,34,0,100.0,100.0%
222190256,34,34,0,100.0,100.0%
322466866,34,34,0,100.0,100.0%
507152530,34,34,0,100.0,100.0%
593999061,34,34,0,100.0,100.0%
861981865,34,34,0,100.0,100.0%
1231296534,34,34,0,100.0,100.0%
1294271976,34,34,0,100.0,100.0%
2750541626,34,34,0,100.0,100.0%
3361319829,34,34,0,100.0,100.0%
3373563454,34,34,0,100.0,100.0%
3437027943,34,34,0,100.0,100.0%
